prob_0,prob_1,predicted_class,set,date,true_y
0.39053363,0.6094664,0,train,1982-03-15,0
0.17074965,0.8292504,1,train,1982-03-16,0
0.72204417,0.27795583,0,test,1982-03-17,0
0.8606723,0.13932772,0,train,1982-03-18,0
0.4605038,0.5394962,1,train,1982-03-19,0
0.06800656,0.9319934,1,train,1982-03-20,0
0.20073839,0.7992616,1,train,1982-03-21,0
0.5606987,0.4393013,0,train,1982-03-22,0
0.6427622,0.35723785,0,train,1982-03-23,0
0.6827958,0.31720424,0,train,1982-03-24,0
0.8723969,0.12760316,0,train,1982-03-25,0
0.9755018,0.024498245,0,train,1982-03-26,0
0.9915138,0.008486202,0,train,1982-03-27,0
0.97943395,0.020566054,0,train,1982-03-28,0
0.8598479,0.14015211,0,train,1982-03-29,0
0.056698326,0.9433017,1,train,1982-03-30,0
0.5644019,0.435598,0,train,1982-03-31,0
0.95681965,0.043180373,0,train,1982-04-01,0
0.19817819,0.8018218,1,train,1982-04-02,0
0.20558071,0.7944192,1,train,1982-04-03,1
0.9724444,0.027555624,0,train,1982-04-04,0
0.6420099,0.35799015,1,test,1982-04-05,0
0.88120747,0.1187925,0,train,1982-04-06,0
0.8388519,0.16114813,0,train,1982-04-07,0
0.23610677,0.76389325,0,train,1982-04-08,0
0.4062799,0.59372014,0,train,1982-04-09,0
0.6085973,0.39140275,0,train,1982-04-10,0
0.98206586,0.017934116,0,train,1982-04-11,0
0.9789834,0.021016657,0,test,1982-04-12,0
0.90322965,0.09677036,0,train,1982-04-13,0
0.9729994,0.02700058,0,train,1982-04-14,0
0.8858178,0.11418221,0,train,1982-04-15,0
0.5033606,0.49663937,1,train,1982-04-16,0
0.36192015,0.6380798,0,train,1982-04-17,0
0.9293742,0.07062583,0,test,1982-04-18,0
0.51855886,0.4814412,1,train,1982-04-19,0
0.23957041,0.76042956,1,train,1982-04-20,0
0.8307092,0.16929083,0,train,1982-04-21,0
0.881231,0.118769,0,test,1982-04-22,0
0.93850213,0.061497863,0,test,1982-04-23,0
